,date,username,tweet
106,2023-02-13 00:05:33,rahmadhdyt709,Parah nie sandiaga uno mainkan politik identitas bisa bahayakan negara nih.. #sandiagauno #sandiagagagal #bapakidentitaspolitik #captikus #politikus  https://t.co/9pM5YVU0B6
107,2023-02-13 00:02:21,fajaronline,"Blak-blakan, Sandiaga Uno Akui Habiskan Rp1 Triliun untuk Pilgub dan Pilpres  https://t.co/wRT4rCyX7J #PilgubDkiJakarta #Pilpres2019 #ReflyHarun #SandiagaUno"
108,2023-02-12 15:30:04,jpnncom,"Deklarasi Dukungan untuk Sandiaga Uno di Sumsel Berlangsung Semarak, Teman Sandi Terus Bergerak #SandiagaUno  https://t.co/tOLmRyWTtf"
109,2023-02-12 14:22:31,portalmediaid,"Tampung Keluhan UMKM, Sandiaga Uno Sebut Harga Minyak Goreng Paling Dikeluhkan  Baca Selengkapnya:  https://t.co/uGFKAuMCWk  #BeritaTerkini #media #Online #news #BreakingNews #umkm #sandiagauno #harga #minyakgoreng #sulsel #Indonesia"
110,2023-02-12 12:04:12,boizqi, https://t.co/9Kf6qGk9DH  #jimcarrey #jayleno #Indonesia #privateequity #jokowi #luhut #luhutpandjaitan #prabowo #megawati #aniesbaswedan #sandiagauno #srimulyani  https://t.co/rjGj99hJcX
111,2023-02-12 11:41:03,boizqi,"Real Indonesia is a huge as Russia, Indonesia has 3 timezones has been always the real global superpower even long before USA was born.  #Indonesia #privateequity #jokowi #luhut #luhutpandjaitan #prabowo #megawati #aniesbaswedan #sandiagauno #srimulyani"
112,2023-02-12 10:21:11,poskotanetwork,Anies Baswedan akhirnya merespons huru-hara soal utang senilai Rp50 miliar kepada Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno.  #aniesbaswedan #sandiagauno #menteri #poskota       https://t.co/FFjAhC7tUS
113,2023-02-12 09:18:05,terkinidotid,"50 Tahun PPP, Gubernur Sulsel Jalan Sehat Bersama Sandiaga Uno di Malino: Gubernur Sulawesi Selatan (Sulsel), Andi Sudirman Sulaiman mendampingi Plt Ketua Umum DPP PPP, Muhamad Mardiono dan Menparekraf,…  https://t.co/6pYaUZIwal #Gowa #PPP #50tahunPPP #sandiagauno #Malino"
114,2023-02-12 07:49:24,sobat_sandi,Simak kunjungan Mas Menteri ke Pekan Budaya Tionghoa 🤩  @sandiuno   #sandiagauno #sandiuno #kemenparekraf #Ekonomi #kreatif #Twitter #FYP #Video #viral IM SORRY Diri Hujan Hapsun Morningg Minggu #Foodie #food #Jogja Yogyakarta #food  https://t.co/44NA3XxnOq
115,2023-02-12 07:38:11,fajaronline,"Ribut-ribut Utang Rp 50 M Anies ke Sandi, Tifatul Sembiring: Anehnya, Kenapa Pula Baru Diributin Sekarang  https://t.co/bKzO2H3ktL #PKS #SandiagaUno #TifatulSembiring #UtangAniesBaswedan"
116,2023-02-12 05:52:04,fajaronline,"Hadirkan Figur Potensial dari Luar Partai pada HUT PPP, Mardiono: Kita akan Lanjutkan Perjuangan  https://t.co/YYvkT55rUC #HarlahKe-50 #PPP #SandiagaUno"
117,2023-02-12 04:21:52,portalmediaid,Sandiaga Uno Hadiri Jalan Sehat PPP di Malino  Baca Selengkapnya:  https://t.co/GmhbePjEDP  #BeritaTerkini #media #Online #news #BreakingNews #sandiagauno #jalansehat #PPP #malino #gowa #sulsel #Indonesia
118,2023-02-12 04:17:39,syafhirashora,"Bukan dari Sandiaga Uno, Anies Baswedan Buka Suara soal Perjanjian Utang Pilgub Rp50 Miliar  #SandiagaUno #AniesBaswedan #Pilgub #DKIJakarta   https://t.co/GtwDF13O1I"
